"","date_mm_dd_yyyy","time_of_collection_hh_mm_24_hour_clock","route_shift","route_name","building_name","any_birds_found_on_route_shift","building_face_direction","species","found_dead_alive","bird_brought_to","picture_url_google_photos_album","notes","x14","x15"
"80",2020-09-18,"18:03","PM","South Quad","Business Instructional Facility_1206","Yes","South","Red-breasted Nuthatch_Sitta canadensis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/pHAHynrpiePFbYxW6",NA,NA,NA
"81",2020-09-18,"18:23","PM","South Quad","Law Building_156","Yes","North","Blackpoll Warbler_Setophaga striata","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/fH6P5hYBu6rs1BJ39",NA,NA,NA
"82",2020-09-19,"7:18","AM","South Quad","Agricultural Engineering Sciences Building_8","Yes","East","Ovenbird_Seiurus aurocapilla","Alive","Did not pickup (explain in notes)",NA,"At north entrance; flew away before photo",NA,NA
"83",2020-09-19,"7:26","AM","South Quad","Agricultural Engineering Sciences Building_8","Yes","East","Pine Warbler_Setophaga pinus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/77MQBb35fsmmJQQU6","At south entrance",NA,NA
"84",2020-09-19,"7:48","AM","South Quad","Temple Hoyne Buell Hall_339","Yes","West","Rose-breasted Grosbeak_Pheucticus ludovicianus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/MFvGJavrvRBBkvMH7",NA,NA,NA
"85",2020-09-19,"7:57","AM","South Quad","Education Building_160","Yes","West","Ovenbird_Seiurus aurocapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/j1rn237rH5syZGdc9",NA,NA,NA
"86",2020-09-19,"8:13","AM","South Quad","Business Instructional Facility_1206","Yes","South","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/56Dxeqww899MpRJfA",NA,NA,NA
"87",2020-09-19,"8:15","AM","South Quad","Business Instructional Facility_1206","Yes","South","Chestnut-sided Warbler_Setophaga pensylvanica","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/56Dxeqww899MpRJfA",NA,NA,NA
"88",2020-09-19,"9:01","AM","Main Quad","Carl R. Woese Institute for Genomic Biology_1080","Yes","North","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/xtXYgrT83abHWCGv7","On west side of bldg, but hit the north facing windows",NA,NA
"89",2020-09-19,"17:20","PM","North Quad","National Center for Supercomputing Applications_564","Yes","North","Rose-breasted Grosbeak_Pheucticus ludovicianus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/Ujv7JR1N7CVPedjd7","i accidentally wrote sibel on the tags",NA,NA
"90",2020-09-19,"17:20","PM","North Quad","National Center for Supercomputing Applications_564","Yes","North","Rose-breasted Grosbeak_Pheucticus ludovicianus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/SWhjCbDzEaiAo4Dd9","i accidentally wrote sibel on the tags",NA,NA
"91",2020-09-19,"17:35","PM","North Quad","Beckman Institute_228","Yes","West","Scarlet Tanager_Piranga olivacea","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/pvnUfXDFex5EyN1w5",NA,NA,NA
"92",2020-09-19,"18:00","PM",NA,"Newmark Civil Engineering Building_24",NA,"East",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,"Found off route while walking by",NA,NA
"93",2020-09-19,"17:45","PM",NA,"Carl R. Woese Institute for Genomic Biology_1080",NA,"West",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,"found off route walking by",NA,NA
"94",2020-09-19,"17:24","PM","South Quad","Law Building_156","Yes","North",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,"beak was physically separated from the body from impact",NA,NA
"95",2020-09-19,"15:15","PM","South Quad","Temple Hoyne Buell Hall_339","Yes","South",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA
"96",2020-09-19,"17:02","PM","South Quad","Agricultural Engineering Sciences Building_8","Yes","West",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,"also found skull of another bird in same location, but did not collect this",NA,NA
"97",2020-09-19,"16:41","PM",NA,"Illini Union Bookstore_106",NA,"North",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,"found off route while walking by",NA,NA
"98",2020-09-19,"10:40","AM","North Quad","North Campus Parking Deck_1094","Yes","North","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPZDTcFBuCTFRKLV17s1uaejhs8ib8yRLBnWlbu?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"99",2020-09-19,"10:40","AM","North Quad","North Campus Parking Deck_1094","Yes","North","Nashville Warbler_Oreothlypis ruficapilla","Alive","Other (explain in notes)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNG8VjVpuMKi8bXnqtFaPI_M-G024_yNh-bUImj?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Stunned, resting on parking deck awning",NA,NA
"100",2020-09-19,"11:00","AM","North Quad","Beckman Institute_228","Yes","West","Swainson's Thrush_Catharus ustulatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipP5xVJ06a4ar8Jip13JKGzIPnkkftimI004Fnu7?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"101",2020-09-19,"11:00","AM","North Quad","Beckman Institute_228","Yes","West","Mourning Warbler_Geothlypis philadelphia","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMkbQyDvtaBrBGFaOQim8qtqq92nlTzrNWf1I7E?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","Please re-check species ID",NA,NA
"102",2020-09-19,"11:17","AM","North Quad","Coordinated Science Laboratory_148","Yes","North","Swainson's Thrush_Catharus ustulatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPl2JtL_Lwb3V2WCq1nNMJ6fuB7Gpt4X9PKiRBP?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"103",2020-09-19,"11:20","AM","North Quad","Coordinated Science Laboratory_148","Yes","West","Swainson's Thrush_Catharus ustulatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMrUUwmgKLb-IBvKGhGcyscB2kGEb8OEPKphGcY?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"104",2020-09-19,"11:25","AM","North Quad","Coordinated Science Laboratory_148","Yes","South","Swainson's Thrush_Catharus ustulatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNEJZ8v_6JzJqiaAVXc0En8ODpJTPWa-HFnuJ-c?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"105",2020-09-19,"11:40","AM","North Quad","Electrical and Computer Engineering_409","Yes","South","Ovenbird_Seiurus aurocapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPmeA8bmXoIE_kRmiAdteEJHcgJ5AivJ6tULZNT?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"106",2020-09-20,"17:50","PM","North Quad","Everitt Electrical & Computer Engineering Laboratory_37","Yes","North","Thrush","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/bwxDSz9MMtpMAqc28",NA,NA,NA
"107",2020-09-20,"17:30","PM","South Quad","Agricultural Engineering Sciences Building_8","Yes","North","Blackburnian Warbler_Setophaga fusca","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/DFecAgBE4BKU7o6Y6","Found at the north facing windows in the breezeway, double check ID, warblers are hard",NA,NA
"108",2020-09-20,"17:45","PM","South Quad","Temple Hoyne Buell Hall_339","Yes","East","Scarlet Tanager_Piranga olivacea","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/FYZ2NUMg4B2ctNnr8",NA,NA,NA
"109",2020-09-20,"18:00","PM","South Quad","Business Instructional Facility_1206","Yes","South","American Robin_Turdus migratorius","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/YKnN696GNFoeohQ38",NA,NA,NA
"110",2020-09-20,"18:30","PM","South Quad","Business Instructional Facility_1206","Yes","East","Nashville Warbler_Oreothlypis ruficapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/HFS6XJZeBmvN2abo7","On the west side of the Geis courtyard with the eastern facing windows, double check ID, warblers are hard for me to ID",NA,NA
"111",2020-09-20,"7:43","AM","South Quad","Temple Hoyne Buell Hall_339","Yes","West","Black-throated Green Warbler_Setophaga virens","Alive","Other (explain in notes)","https://photos.app.goo.gl/zEjnLsXvMQD5uU6L8","Was stunned, put in the bushes to recover, it did not fly after 45 minutes, but was gone the following morning, so may have recovered",NA,NA
"112",2020-09-20,"7:58","AM","South Quad","Business Instructional Facility_1206","Yes","South","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/5tsFhMXu7cnC5aCF8",NA,NA,NA
"113",2020-09-20,"8:12","AM","South Quad","Krannert Art Museum_220","Yes","South","Swainson's Thrush_Catharus ustulatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/Hzc2y6M1svDRJjb87",NA,NA,NA
"114",2020-09-20,"10:18","AM",NA,"Morrill Hall_242",NA,NA,"Red-breasted Nuthatch_Sitta canadensis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOShhh8Itt8vyZ8fUdVsuICMa_AFta2TE8-_-8X?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","found off route while walking by",NA,NA
"115",2020-09-20,"7:51","PM","North Quad","Grainger Engineering Library Information Center_324","Yes","North",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOD6CJjsd6Ujj7qGkshuaIccbym6uLARjJXGVn-?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"116",2020-09-20,"7:44","AM","North Quad","Micro and Nanotechnology Laboratory_237","Yes","South",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNipO0W6gx7l6P3zKrYvZD7DWOHtjfz6snuVxNT?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"117",2020-09-20,"7:35","AM","North Quad","Electrical and Computer Engineering_409","Yes","North",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA
"118",2020-09-21,"8:01","AM","South Quad","Law Building_156","Yes","West","Red-eyed Vireo_Vireo olivaceus","Dead","Did not pickup (explain in notes)","https://photos.app.goo.gl/wbcnYHRJJFMaiLiaA","Already had maggots so did not pick up; found off route on west side of building",NA,NA
"119",2020-09-21,"7:00","AM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"120",2020-09-21,"17:00","PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,"No birds found",NA,NA
"121",2020-09-21,"17:55","PM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"122",2020-09-21,"17:55","PM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"123",2020-09-22,"7:00","AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,"No birds found",NA,NA
"124",2020-09-22,"17:40","PM","North Quad","Coordinated Science Laboratory_148","Yes","West","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","Side View",NA,NA,NA
"125",2020-09-22,"7:00","AM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"126",2020-09-22,"17:50","PM","South Quad","Business Instructional Facility_1206","Yes","South",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipPI6tbMHO0nkZnT5LgE4BtEs7yiQXuaPzYtWq12?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"127",2020-09-22,"17:47","PM","South Quad","Business Instructional Facility_1206","Yes","South",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipOKAmF4QoMcFMLg_iIxNthMVjTwnaVgQQspSS0r?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"128",2020-09-23,"7:00","AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"129",2020-09-23,"17:00","PM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"130",2020-09-23,"7:20","AM","North Quad","Micro and Nanotechnology Laboratory_237","Yes","East","Ovenbird_Seiurus aurocapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA
"131",2020-09-23,"7:20","AM","North Quad","Micro and Nanotechnology Laboratory_237","Yes","East","Unidentifiable","Dead","Did not pickup (explain in notes)",NA,"Too decomposed",NA,NA
"132",2020-09-23,"18:00","PM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"133",2020-09-24,"7:00","AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"134",2020-09-24,"18:40","PM","South Quad","Temple Hoyne Buell Hall_339","Yes","West","Northern Waterthrush_Parkesia noveboracensis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/photo/AF1QipNX2QtjImLIEGeipIrzP09gMfA6If7dQSmEpGPN","Not sure between northern or louisiana waterthrush",NA,NA
"135",2020-09-24,"19:00","PM","North Quad","Electrical and Computer Engineering_409","Yes","North",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/g4i3jq25SGPyTn1h8",NA,NA,NA
"136",2020-09-24,"19:30","PM","North Quad","Grainger Engineering Library Information Center_324","Yes","West",NA,"Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/zP5cPZ9pjuHVFpgX8",NA,NA,NA
"137",2020-09-24,"7:00","AM","North Quad","Beckman Institute_228","Yes","East","Magnolia Warbler_Setophaga magnolia","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA
"138",2020-09-24,"7:05","AM","North Quad","Coordinated Science Laboratory_148","Yes","North","Ruby-throated Hummingbird_Archilochus colubris","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","Will add pics",NA,NA,NA
"139",2020-09-24,"7:10","AM","North Quad","Beckman Institute_228","Yes","North","Swainson's Thrush_Catharus ustulatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA
"140",2020-09-24,"7:20","AM","North Quad","Electrical and Computer Engineering_409","Yes","South","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA
"141",2020-09-24,"7:25","AM","North Quad","Micro and Nanotechnology Laboratory_237","Yes","East","Ovenbird_Seiurus aurocapilla","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA
"142",2020-09-24,"8:15","AM","Other (explain in notes)",NA,"Yes","North","Bay-breasted Warbler_Setophaga castanea","Alive","Bird flew away",NA,"Was found a half a block off campus in campustown along green. Remove if it doesn't fit the protocol",NA,NA
"143",2020-09-25,"7:00","AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"144",2020-09-25,"18:00","PM","South Quad","Temple Hoyne Buell Hall_339","Yes","West","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/t1xZrVj7YuDVRbbq9",NA,NA,NA
"145",2020-09-25,"5:24","PM","North Quad","Siebel Center for Computer Science_563","Yes","North","Unidentifiable","Dead","Did not pickup (explain in notes)","https://photos.app.goo.gl/uTSQsUAsrdgL2H5f9","Had been dead awhile",NA,NA
"146",2020-09-25,"5:51","PM","North Quad","Coordinated Science Laboratory_148","Yes","North","Unidentifiable","Dead","Did not pickup (explain in notes)","https://photos.app.goo.gl/6g7VQxck9wPwtd1R7","Had been dead awhile",NA,NA
"147",2020-09-25,"6:23","PM","North Quad","Everitt Electrical & Computer Engineering Laboratory_37","Yes","North","Swainson's Thrush_Catharus ustulatus","Dead","Did not pickup (explain in notes)","https://photos.app.goo.gl/i8mYDuLgPbaYMRoF6","Decomposing already",NA,NA
"148",2020-09-26,"7:00","AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"149",2020-09-26,"17:30","PM","South Quad","Education Building_160","Yes","North","Ruby-throated Hummingbird_Archilochus colubris","Alive","Vet Med Wildlife Clinic (1008 Hazelwood Drive Urbana IL 61802)","https://photos.google.com/photo/AF1QipM16Bl6pj9GdI683pqKbOutBNtZNvjYF0rNCj6f","could not fly, will likely be euthanized",NA,NA
"150",2020-09-26,"7:00","AM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"151",2020-09-27,"7:00","AM","South Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"152",2020-09-27,"18:20","PM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"153",2020-09-27,"17:50","PM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"154",2020-09-27,"5:48","PM","South Quad","Business Instructional Facility_1206","Yes","South","Tennessee Warbler_Oreothlypis peregrina","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.app.goo.gl/biasUYZ9ZUBfXydB6",NA,NA,NA
"155",2020-09-28,"7:50","AM","North Quad","All Buildings of Route","No",NA,NA,NA,NA,NA,NA,NA,NA
"156",2020-09-28,"7:30","AM","North Quad","Electrical and Computer Engineering_409","Yes","South","Rose-breasted Grosbeak_Pheucticus ludovicianus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipN7Bkem4icSQ9YHUxz-LHdz9TEAa4lBRyTVBy4D?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","seemed recently dead",NA,NA
"157",2020-09-28,"8:19","AM","North Quad","Beckman Institute_228","Yes","West",NA,"Alive","Bird flew away","https://photos.google.com/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipNpXQRfXaVqn8TWZa0e41CwInACHSNP8TdSnMCM?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR","was found below the west face of the pavillion bridge, initially appeared injured but was able to fly away after about 30 minutes",NA,NA
"158",2020-09-28,"17:29","PM","South Quad","Business Instructional Facility_1206","Yes","South","Ruby-throated Hummingbird_Archilochus colubris","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","https://photos.google.com/u/1/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipN1lwV4V0qmhMfnbmWBEluBy9RciJ5ZPeTuBi1d?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR, https://photos.google.com/u/1/share/AF1QipOGw0lAsnF6399eLAPzluBCtnrxBGjjear1i5tHglFz_iEIwmO4J-6KN0f0sUwWFg/photo/AF1QipMj-SA6Ff0T5m5vHMVDVn10bcx5fGsLSaxHUPw_?key=VHFHNG9rcnBzdEktbUQ3SjZCZ1hScGd4bzNwbnJR",NA,NA,NA
"159",2020-09-29,"6:30","AM","Other (explain in notes)",NA,"Yes","North","Swamp Sparrow_Melospiza georgiana","Alive","Bird flew away",NA,"Between 6th and Wright on Green St",NA,NA
"160",2020-09-29,"6:45","AM","North Quad","Micro and Nanotechnology Laboratory_237","Yes","North","Gray Catbird_Dumetella carolinensis","Alive","Bird flew away",NA,NA,NA,NA
"161",2020-09-29,"6:55","AM","North Quad","Beckman Institute_228","Yes","East","Swainson's Thrush_Catharus ustulatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA
"162",2020-09-29,"7:05","AM","North Quad","Beckman Institute_228","Yes","North","Rose-breasted Grosbeak_Pheucticus ludovicianus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)","Will add",NA,NA,NA
"163",2020-09-29,"7:05","AM","North Quad","Beckman Institute_228","Yes","North","Swainson's Thrush_Catharus ustulatus","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA
"164",2020-09-29,"7:35","AM","Main Quad","Carl R. Woese Institute for Genomic Biology_1080","Yes","West","Tennessee Warbler_Oreothlypis peregrina","Dead","Did not pickup (explain in notes)",NA,"Too scavenged to pick up",NA,NA
"165",2020-09-29,"7:55","AM","South Quad","Education Building_160","Yes","North","White-throated Sparrow_Zonotrichia albicollis","Dead","Bird Survey Freezer (4th Floor Morrill Hall)",NA,NA,NA,NA
